Index,Ovr,Gen,Div,Name,#,AG,Country,Swim,Bike,Run,Total,Competition,Year,Swim_sec,Bike_sec,Run_sec,Total_sec
1754,1754,1439,219,Nic Montebon,2049,M50-54,USA,01:03:41,07:32:13,05:45:09,14:53:17,Overall Results,Ironman California 2023,3821.0,27133.0,20709,53597
1755,1755,316,67,Joanna Fleischer,1595,F40-44,USA,00:57:18,07:27:06,06:06:01,14:53:33,Overall Results,Ironman California 2023,3438.0,26826.0,21961,53613
1756,1756,1440,184,Matthew Frame,404,M30-34,USA,00:50:01,07:05:11,06:30:21,14:53:55,Overall Results,Ironman California 2023,3001.0,25511.0,23421,53635
1757,1757,1441,185,Brad Thorup,2360,M30-34,USA,00:53:02,07:02:12,06:29:42,14:53:56,Overall Results,Ironman California 2023,3182.0,25332.0,23382,53636
1758,1758,1442,234,Greg Vargas,365,M40-44,COL,00:56:09,06:37:02,06:46:45,14:54:29,Overall Results,Ironman California 2023,3369.0,23822.0,24405,53669
1759,1759,1443,220,Brandon Reimer,1045,M50-54,USA,00:49:09,06:41:33,06:59:13,14:54:39,Overall Results,Ironman California 2023,2949.0,24093.0,25153,53679
1760,1760,1444,208,Jeremy Elrod,1683,M45-49,USA,00:55:37,07:06:54,06:23:35,14:54:42,Overall Results,Ironman California 2023,3337.0,25614.0,23015,53682
1761,1761,1445,218,Steven von Schondorf,531,M35-39,USA,00:51:12,06:51:19,06:26:06,14:54:50,Overall Results,Ironman California 2023,3072.0,24679.0,23166,53690
1762,1762,317,35,Nell Oliver,1257,F55-59,USA,00:49:32,06:54:14,06:41:25,14:54:52,Overall Results,Ironman California 2023,2972.0,24854.0,24085,53692
1763,1763,1446,63,David Smart,1895,M60-64,USA,00:53:25,07:09:36,06:24:39,14:54:52,Overall Results,Ironman California 2023,3205.0,25776.0,23079,53692
1764,1764,1447,235,Samir Zemaryalai,1786,M40-44,USA,00:51:43,07:21:36,06:01:30,14:55:54,Overall Results,Ironman California 2023,3103.0,26496.0,21690,53754
1765,1765,1448,209,Fil Santos,2070,M45-49,USA,00:56:07,06:45:51,06:43:16,14:56:10,Overall Results,Ironman California 2023,3367.0,24351.0,24196,53770
1766,1766,1449,221,Eric Johnson,106,M50-54,USA,00:52:06,07:17:14,06:23:36,14:56:30,Overall Results,Ironman California 2023,3126.0,26234.0,23016,53790
1767,1767,1450,236,Chad Biggs,2195,M40-44,USA,00:54:58,07:54:46,05:28:29,14:56:32,Overall Results,Ironman California 2023,3298.0,28486.0,19709,53792
1768,1768,1451,219,Hayden Logan,566,M35-39,USA,00:49:33,07:00:45,06:38:35,14:56:43,Overall Results,Ironman California 2023,2973.0,25245.0,23915,53803
1769,1769,318,34,Demi Bandolik,1503,F25-29,USA,01:05:21,07:16:32,05:56:25,14:56:59,Overall Results,Ironman California 2023,3921.0,26192.0,21385,53819
1770,1770,1452,159,Robert Gibbons,994,M55-59,USA,00:52:26,06:10:50,07:29:25,14:57:54,Overall Results,Ironman California 2023,3146.0,22250.0,26965,53874
1771,1771,1453,186,John Balog,1411,M30-34,USA,00:50:46,06:34:38,07:04:12,14:58:02,Overall Results,Ironman California 2023,3046.0,23678.0,25452,53882
1772,1772,1454,222,James Goodnight,1384,M50-54,USA,00:50:37,06:04:55,07:39:27,14:58:06,Overall Results,Ironman California 2023,3037.0,21895.0,27567,53886
1773,1773,319,36,Angela Lisowski,985,F55-59,USA,00:55:57,06:27:51,07:07:54,14:58:11,Overall Results,Ironman California 2023,3357.0,23271.0,25674,53891
1774,1774,320,68,Sheryl Elrod,1682,F40-44,USA,00:58:31,07:02:53,06:33:24,14:58:14,Overall Results,Ironman California 2023,3511.0,25373.0,23604,53894
1775,1775,1455,237,Gyre Renwick,476,M40-44,USA,00:57:59,07:15:57,06:19:21,14:58:32,Overall Results,Ironman California 2023,3479.0,26157.0,22761,53912
1776,1776,1456,223,Kirk Purkiser,477,M50-54,USA,00:51:49,06:53:18,06:32:29,14:58:32,Overall Results,Ironman California 2023,3109.0,24798.0,23549,53912
1777,1777,321,69,Veronika Bojtosova,356,F40-44,USA,00:53:58,06:53:16,06:32:33,14:58:37,Overall Results,Ironman California 2023,3238.0,24796.0,23553,53917
1778,1778,1457,224,Joel Guerra,38,M50-54,USA,00:50:15,05:54:38,07:50:52,14:58:41,Overall Results,Ironman California 2023,3015.0,21278.0,28252,53921
1779,1779,1458,210,Grant Anderson,685,M45-49,USA,00:48:55,06:23:54,07:11:31,14:59:19,Overall Results,Ironman California 2023,2935.0,23034.0,25891,53959
1780,1780,322,70,Lisa Zimmerman,1175,F40-44,USA,00:59:52,07:00:23,06:22:38,14:59:32,Overall Results,Ironman California 2023,3592.0,25223.0,22958,53972
1781,1781,323,71,Amanda Whitaker,610,F40-44,USA,00:50:09,07:14:38,06:30:29,14:59:57,Overall Results,Ironman California 2023,3009.0,26078.0,23429,53997
1782,1782,1459,160,Mario Gonzalez,1116,M55-59,USA,01:03:27,06:47:26,06:32:12,15:00:02,Overall Results,Ironman California 2023,3807.0,24446.0,23532,54002
1783,1783,1460,161,John Holdcroft,2114,M55-59,USA,00:52:48,07:28:16,06:03:38,15:00:05,Overall Results,Ironman California 2023,3168.0,26896.0,21818,54005
1784,1784,1461,225,Ed Caceres,1857,M50-54,USA,00:50:58,07:15:27,06:17:28,15:01:12,Overall Results,Ironman California 2023,3058.0,26127.0,22648,54072
1785,1785,1462,106,Alexander Holmes,2377,M25-29,USA,00:57:10,07:39:57,06:02:56,15:01:42,Overall Results,Ironman California 2023,3430.0,27597.0,21776,54102
1786,1786,324,39,Amber Bullard,1001,F30-34,USA,00:52:18,07:41:13,06:00:49,15:02:25,Overall Results,Ironman California 2023,3138.0,27673.0,21649,54145
1787,1787,325,44,Yvette Cabrera,1393,F50-54,USA,00:57:18,07:06:35,06:21:54,15:02:40,Overall Results,Ironman California 2023,3438.0,25595.0,22914,54160
1788,1788,326,46,Kristy Nguyen,2015,F45-49,USA,01:04:47,07:51:13,05:31:57,15:02:47,Overall Results,Ironman California 2023,3887.0,28273.0,19917,54167
1789,1789,1463,220,Philip Wang,2054,M35-39,USA,01:04:12,06:39:30,06:53:29,15:03:05,Overall Results,Ironman California 2023,3852.0,23970.0,24809,54185
1790,1790,1464,238,Santiago Garcia Merino,1677,M40-44,DOM,00:46:55,06:31:00,07:14:46,15:03:26,Overall Results,Ironman California 2023,2815.0,23460.0,26086,54206
1791,1791,1465,6,Kennedy Simpson,155,M70-74,USA,00:47:51,06:31:57,07:11:55,15:03:27,Overall Results,Ironman California 2023,2871.0,23517.0,25915,54207
1792,1792,1466,226,Brian Sitterding,2184,M50-54,USA,00:49:08,06:24:08,07:22:28,15:03:45,Overall Results,Ironman California 2023,2948.0,23048.0,26548,54225
1793,1793,327,45,Christine Forner,1130,F50-54,CAN,00:53:03,06:36:33,07:02:31,15:03:49,Overall Results,Ironman California 2023,3183.0,23793.0,25351,54229
1794,1794,1467,64,Brett Lewis,763,M60-64,USA,00:51:31,06:51:36,06:48:09,15:03:52,Overall Results,Ironman California 2023,3091.0,24696.0,24489,54232
1795,1795,1468,31,Markus Marosits,1659,M18-24,CAN,00:50:22,07:17:09,06:23:14,15:03:57,Overall Results,Ironman California 2023,3022.0,26229.0,22994,54237
1796,1796,1469,162,William Abler,1755,M55-59,USA,00:56:41,07:01:56,06:36:09,15:04:22,Overall Results,Ironman California 2023,3401.0,25316.0,23769,54262
1797,1797,328,46,Lisa Haws,695,F50-54,USA,00:59:14,07:17:30,06:20:07,15:05:07,Overall Results,Ironman California 2023,3554.0,26250.0,22807,54307
1798,1798,329,72,Erica Dunbar,507,F40-44,USA,00:48:22,07:07:00,06:42:39,15:05:35,Overall Results,Ironman California 2023,2902.0,25620.0,24159,54335
1799,1799,1470,227,James Murphy,1546,M50-54,USA,00:41:38,06:31:49,07:12:22,15:05:40,Overall Results,Ironman California 2023,2498.0,23509.0,25942,54340
1800,1800,1471,239,Enrico Llamas,450,M40-44,USA,00:58:24,06:53:52,06:44:33,15:05:52,Overall Results,Ironman California 2023,3504.0,24832.0,24273,54352
1801,1801,330,73,Patricia Mallan,1395,F40-44,USA,00:51:26,06:50:10,06:55:15,15:06:17,Overall Results,Ironman California 2023,3086.0,24610.0,24915,54377
1802,1802,331,47,Angela Viehland,1174,F45-49,USA,01:00:57,07:08:36,06:28:15,15:06:44,Overall Results,Ironman California 2023,3657.0,25716.0,23295,54404
1803,1803,332,47,Cat Dengate,690,F50-54,USA,01:05:38,06:43:12,06:55:27,15:07:14,Overall Results,Ironman California 2023,3938.0,24192.0,24927,54434
1804,1804,1472,187,Ali Chen,1716,M30-34,USA,01:01:16,06:46:11,06:49:40,15:07:20,Overall Results,Ironman California 2023,3676.0,24371.0,24580,54440
1805,1805,1473,228,Jermaine Holmes,1870,M50-54,USA,01:00:39,07:04:19,06:25:50,15:07:23,Overall Results,Ironman California 2023,3639.0,25459.0,23150,54443
1806,1806,1474,240,Eddie Agbayani,489,M40-44,USA,01:03:00,06:09:07,07:17:02,15:08:19,Overall Results,Ironman California 2023,3780.0,22147.0,26222,54499
1807,1807,1475,211,Roderick Araullo,2006,M45-49,USA,01:15:17,07:30:13,05:59:19,15:08:37,Overall Results,Ironman California 2023,4517.0,27013.0,21559,54517
1808,1808,333,39,Amanda Pollock,1476,F35-39,USA,00:51:16,07:01:23,06:42:26,15:08:45,Overall Results,Ironman California 2023,3076.0,25283.0,24146,54525
1809,1809,1476,229,John Drumm,561,M50-54,USA,00:50:54,07:42:23,05:49:20,15:09:19,Overall Results,Ironman California 2023,3054.0,27743.0,20960,54559
1810,1810,334,35,Katheryn Moore,2134,F25-29,USA,00:52:04,06:51:11,06:55:50,15:09:38,Overall Results,Ironman California 2023,3124.0,24671.0,24950,54578
1811,1811,335,1,Julie Halvorson,965,F65-69,USA,00:56:45,06:51:45,06:54:08,15:09:45,Overall Results,Ironman California 2023,3405.0,24705.0,24848,54585
1812,1812,1477,163,Brad Kelley,1647,M55-59,USA,00:51:29,06:45:38,06:55:11,15:10:20,Overall Results,Ironman California 2023,3089.0,24338.0,24911,54620
1813,1813,336,9,Jacqueline Hernandez,116,F60-64,USA,00:53:21,06:30:46,07:04:30,15:10:26,Overall Results,Ironman California 2023,3201.0,23446.0,25470,54626
1814,1814,337,48,Jacqueline Guerrero,849,F45-49,USA,00:53:48,07:42:35,05:52:19,15:10:29,Overall Results,Ironman California 2023,3228.0,27755.0,21139,54629
1815,1815,1478,164,Ron Haye,1470,M55-59,USA,00:50:39,06:37:02,07:15:50,15:10:53,Overall Results,Ironman California 2023,3039.0,23822.0,26150,54653
1816,1816,338,74,Susan Bernot,612,F40-44,USA,00:58:53,06:33:55,07:04:45,15:11:20,Overall Results,Ironman California 2023,3533.0,23635.0,25485,54680
1817,1817,1479,230,Bradley Thomas,699,M50-54,USA,00:57:13,07:10:26,06:41:55,15:11:34,Overall Results,Ironman California 2023,3433.0,25826.0,24115,54694
1818,1818,339,48,Julie Shroyer,468,F50-54,USA,00:58:07,07:08:59,06:36:22,15:11:37,Overall Results,Ironman California 2023,3487.0,25739.0,23782,54697
1819,1819,1480,65,Mike Pirnat,371,M60-64,USA,00:51:40,06:22:32,07:32:21,15:12:05,Overall Results,Ironman California 2023,3100.0,22952.0,27141,54725
1820,1820,1481,14,Stephen Turkovich,715,M65-69,USA,00:55:52,06:25:54,07:18:12,15:12:46,Overall Results,Ironman California 2023,3352.0,23154.0,26292,54766
1821,1821,340,49,Heidi Jaramillo,367,F45-49,USA,00:54:20,07:53:22,05:58:04,15:12:49,Overall Results,Ironman California 2023,3260.0,28402.0,21484,54769
1822,1822,1482,231,Wilson Thomas,530,M50-54,USA,00:55:12,07:11:00,06:31:43,15:12:58,Overall Results,Ironman California 2023,3312.0,25860.0,23503,54778
1823,1823,1483,15,Steven Elkus,1964,M65-69,USA,00:55:05,07:02:22,06:41:09,15:13:09,Overall Results,Ironman California 2023,3305.0,25342.0,24069,54789
1824,1824,341,37,Bridget Quinn,967,F55-59,USA,00:51:34,07:14:33,06:36:43,15:13:14,Overall Results,Ironman California 2023,3094.0,26073.0,23803,54794
1825,1825,342,2,Kay Grant,578,F65-69,USA,00:59:10,07:00:25,06:39:35,15:13:20,Overall Results,Ironman California 2023,3550.0,25225.0,23975,54800
1826,1826,343,50,Shelley Wood,738,F45-49,CAN,01:00:00,06:42:31,07:02:03,15:13:45,Overall Results,Ironman California 2023,3600.0,24151.0,25323,54825
1827,1827,1484,7,Seonghoh Jee,2086,M70-74,KOR,01:03:29,07:29:11,05:54:53,15:14:07,Overall Results,Ironman California 2023,3809.0,26951.0,21293,54847
1828,1828,344,49,Elissa Davalos,900,F50-54,USA,01:02:44,07:44:53,05:51:01,15:15:20,Overall Results,Ironman California 2023,3764.0,27893.0,21061,54920
1829,1829,345,40,Kelsey Pedersen,1800,F30-34,USA,00:52:56,07:28:41,06:26:58,15:15:37,Overall Results,Ironman California 2023,3176.0,26921.0,23218,54937
1830,1830,1485,16,Kirk Misaka,720,M65-69,USA,00:58:39,07:36:41,06:07:45,15:16:01,Overall Results,Ironman California 2023,3519.0,27401.0,22065,54961
1831,1831,346,50,Janice Gastelum,885,F50-54,USA,00:55:58,07:14:43,06:36:35,15:16:16,Overall Results,Ironman California 2023,3358.0,26083.0,23795,54976
1832,1832,1486,232,Roger Estrella,1199,M50-54,USA,00:54:07,07:11:13,06:39:57,15:16:38,Overall Results,Ironman California 2023,3247.0,25873.0,23997,54998
1833,1833,1487,66,Steven Kauzlarich,865,M60-64,USA,00:53:42,07:13:29,06:23:58,15:16:39,Overall Results,Ironman California 2023,3222.0,26009.0,23038,54999
1834,1834,1488,188,James Haber,2330,M30-34,USA,00:49:57,06:59:18,06:53:59,15:16:43,Overall Results,Ironman California 2023,2997.0,25158.0,24839,55003
1835,1835,1489,212,Dustin McVey,2363,M45-49,USA,00:58:03,07:17:35,06:16:26,15:17:18,Overall Results,Ironman California 2023,3483.0,26255.0,22586,55038
1836,1836,1490,17,Lee Plourde,528,M65-69,USA,00:48:30,06:38:57,07:16:19,15:17:21,Overall Results,Ironman California 2023,2910.0,23937.0,26179,55041
1837,1837,347,41,Rachael Bandeira,917,F30-34,USA,01:00:12,07:58:52,05:51:27,15:17:32,Overall Results,Ironman California 2023,3612.0,28732.0,21087,55052
1838,1838,1491,241,Justin Gray,1377,M40-44,USA,00:49:06,07:37:02,06:23:28,15:17:55,Overall Results,Ironman California 2023,2946.0,27422.0,23008,55075
1839,1839,1492,221,Cory Collins,2226,M35-39,USA,01:00:52,07:54:53,05:56:23,15:17:58,Overall Results,Ironman California 2023,3652.0,28493.0,21383,55078
1840,1840,1493,242,Paul Negin,2002,M40-44,USA,01:01:29,06:46:56,06:48:42,15:18:49,Overall Results,Ironman California 2023,3689.0,24416.0,24522,55129
1841,1841,348,75,Deanna Mitchell,1849,F40-44,USA,00:51:43,06:32:28,07:34:26,15:18:56,Overall Results,Ironman California 2023,3103.0,23548.0,27266,55136
1842,1842,349,40,Anna Bennett,1160,F35-39,USA,00:48:47,06:40:32,07:17:18,15:19:30,Overall Results,Ironman California 2023,2927.0,24032.0,26238,55170
1843,1843,1494,18,Gary Nishioka,1621,M65-69,USA,01:07:45,07:30:26,05:56:47,15:19:31,Overall Results,Ironman California 2023,4065.0,27026.0,21407,55171
1844,1844,1495,213,Adrian Charkowski,1386,M45-49,USA,00:55:39,06:40:30,07:12:47,15:20:17,Overall Results,Ironman California 2023,3339.0,24030.0,25967,55217
1845,1845,1496,222,Matthew Graham,2092,M35-39,USA,01:01:35,07:31:06,06:01:06,15:20:54,Overall Results,Ironman California 2023,3695.0,27066.0,21666,55254
1846,1846,1497,233,Ian Lopez,2066,M50-54,USA,01:00:48,06:55:22,06:54:32,15:21:00,Overall Results,Ironman California 2023,3648.0,24922.0,24872,55260
1847,1847,1498,214,Jonathan Wan,825,M45-49,USA,00:58:59,06:45:06,07:05:14,15:21:01,Overall Results,Ironman California 2023,3539.0,24306.0,25514,55261
1848,1848,1499,165,Daniel Kim,2240,M55-59,USA,01:06:57,07:09:52,06:25:07,15:21:38,Overall Results,Ironman California 2023,4017.0,25792.0,23107,55298
1849,1849,1500,215,Tuan Nguyen,1718,M45-49,USA,00:55:15,06:12:22,07:44:45,15:22:06,Overall Results,Ironman California 2023,3315.0,22342.0,27885,55326
1850,1850,350,38,Tammy Mercado,1172,F55-59,USA,00:55:00,06:41:17,07:08:02,15:22:08,Overall Results,Ironman California 2023,3300.0,24077.0,25682,55328
1851,1851,351,51,Raynelle Buggs,824,F50-54,USA,00:57:44,07:07:04,06:37:26,15:22:09,Overall Results,Ironman California 2023,3464.0,25624.0,23846,55329
1852,1852,1501,189,James David Drasbek,2324,M30-34,USA,00:50:50,07:36:06,06:37:34,15:22:14,Overall Results,Ironman California 2023,3050.0,27366.0,23854,55334
1853,1853,1502,243,Sohaib Sajid,2169,M40-44,USA,01:10:06,06:52:48,06:44:09,15:22:18,Overall Results,Ironman California 2023,4206.0,24768.0,24249,55338
1854,1854,352,52,Jessica Kelly,650,F50-54,USA,00:48:59,07:16:21,06:43:00,15:22:23,Overall Results,Ironman California 2023,2939.0,26181.0,24180,55343
1855,1855,353,10,Elizabeth Model,971,F60-64,CAN,00:52:07,07:01:55,07:01:45,15:22:46,Overall Results,Ironman California 2023,3127.0,25315.0,25305,55366
1856,1856,1503,216,Ray Gantioque,2034,M45-49,USA,01:01:18,06:55:51,06:48:48,15:23:15,Overall Results,Ironman California 2023,3678.0,24951.0,24528,55395
1857,1857,354,39,Detra Jones,1347,F55-59,USA,01:02:43,06:46:30,06:46:56,15:23:23,Overall Results,Ironman California 2023,3763.0,24390.0,24416,55403
1858,1858,1504,217,James Pulanco,2023,M45-49,USA,01:00:26,06:30:51,07:13:23,15:23:49,Overall Results,Ironman California 2023,3626.0,23451.0,26003,55429
1859,1859,355,76,Nadine Danard,1397,F40-44,CAN,00:50:18,08:10:17,05:53:52,15:23:53,Overall Results,Ironman California 2023,3018.0,29417.0,21232,55433
1860,1860,356,77,Kathy Kapes,611,F40-44,USA,00:52:15,07:01:44,07:01:21,15:24:31,Overall Results,Ironman California 2023,3135.0,25304.0,25281,55471
1861,1861,1505,218,Man Vu,1259,M45-49,USA,01:00:14,07:20:20,06:36:34,15:24:32,Overall Results,Ironman California 2023,3614.0,26420.0,23794,55472
1862,1862,357,40,Linda Payton,771,F55-59,USA,00:57:00,07:11:56,06:51:13,15:24:41,Overall Results,Ironman California 2023,3420.0,25916.0,24673,55481
1863,1863,1506,219,Abhishek Tiwari,1594,M45-49,USA,00:51:02,06:46:13,07:15:26,15:24:49,Overall Results,Ironman California 2023,3062.0,24373.0,26126,55489
1864,1864,1507,32,Isaac Castro,2375,M18-24,USA,00:54:16,07:17:15,06:28:30,15:25:15,Overall Results,Ironman California 2023,3256.0,26235.0,23310,55515
1865,1865,1508,190,Crayton Daniel,1876,M30-34,USA,00:51:51,07:43:36,06:15:44,15:25:36,Overall Results,Ironman California 2023,3111.0,27816.0,22544,55536
1866,1866,1509,244,Jonathan Hall,1875,M40-44,USA,00:52:32,07:34:08,06:28:56,15:25:40,Overall Results,Ironman California 2023,3152.0,27248.0,23336,55540
1867,1867,1510,220,Shane Valverde,384,M45-49,USA,00:54:02,06:53:31,07:04:01,15:25:56,Overall Results,Ironman California 2023,3242.0,24811.0,25441,55556
1868,1868,1511,221,Francisco Sibayan,1973,M45-49,PHL,00:55:08,06:24:12,07:45:30,15:26:08,Overall Results,Ironman California 2023,3308.0,23052.0,27930,55568
1869,1869,1512,234,Chris Neuenschwander,1336,M50-54,USA,00:49:54,06:50:59,07:14:17,15:26:34,Overall Results,Ironman California 2023,2994.0,24659.0,26057,55594
1870,1870,1513,222,Sean Payne,1633,M45-49,USA,00:54:28,07:14:29,06:46:41,15:26:57,Overall Results,Ironman California 2023,3268.0,26069.0,24401,55617
1871,1871,1514,19,Scot Walker,993,M65-69,USA,00:48:44,07:43:09,06:08:38,15:27:11,Overall Results,Ironman California 2023,2924.0,27789.0,22118,55631
1872,1872,358,53,Kimberly Green,1778,F50-54,USA,00:41:12,07:07:56,07:06:38,15:27:19,Overall Results,Ironman California 2023,2472.0,25676.0,25598,55639
1873,1873,1515,166,Ralf Edinger,678,M55-59,CAN,00:50:25,06:28:34,07:26:28,15:27:25,Overall Results,Ironman California 2023,3025.0,23314.0,26788,55645
1874,1874,1516,67,Chuck Taylor,2083,M60-64,USA,00:47:57,06:57:59,07:01:50,15:27:52,Overall Results,Ironman California 2023,2877.0,25079.0,25310,55672
1875,1875,1517,235,Amariah Hash,2120,M50-54,USA,00:51:56,07:30:32,06:27:53,15:28:09,Overall Results,Ironman California 2023,3116.0,27032.0,23273,55689
1876,1876,1518,167,Oe Cabanag,863,M55-59,USA,01:00:42,06:27:55,07:02:28,15:29:34,Overall Results,Ironman California 2023,3642.0,23275.0,25348,55774
1877,1877,1519,223,Ryan Walsh,1294,M35-39,USA,00:51:24,07:09:48,07:01:08,15:29:47,Overall Results,Ironman California 2023,3084.0,25788.0,25268,55787
1878,1878,359,3,Kathleen Croftwalsh,1292,F65-69,USA,00:51:38,07:09:54,07:02:31,15:29:53,Overall Results,Ironman California 2023,3098.0,25794.0,25351,55793
1879,1879,1520,245,Bruno Rigillo,712,M40-44,CAN,00:53:14,08:10:44,05:56:46,15:30:14,Overall Results,Ironman California 2023,3194.0,29444.0,21406,55814
1880,1880,1521,107,Brandon Kaitschuck,1757,M25-29,USA,00:56:26,07:21:30,06:42:29,15:30:29,Overall Results,Ironman California 2023,3386.0,26490.0,24149,55829
1881,1881,360,51,Juliet Salazar,1258,F45-49,USA,00:56:14,07:10:24,06:52:35,15:30:30,Overall Results,Ironman California 2023,3374.0,25824.0,24755,55830
1882,1882,1522,108,Sean Wilson,1710,M25-29,USA,00:51:59,07:37:43,06:32:51,15:30:46,Overall Results,Ironman California 2023,3119.0,27463.0,23571,55846
1883,1883,361,41,Kristy Ladd Culp,1171,F35-39,USA,00:56:12,07:12:12,06:57:00,15:31:08,Overall Results,Ironman California 2023,3372.0,25932.0,25020,55868
1884,1884,1523,223,Den Magpayo,1556,M45-49,USA,00:57:54,07:26:03,06:39:51,15:31:12,Overall Results,Ironman California 2023,3474.0,26763.0,23991,55872
1885,1885,1524,168,Brett Kindel,631,M55-59,USA,00:50:55,07:05:20,06:57:31,15:31:44,Overall Results,Ironman California 2023,3055.0,25520.0,25051,55904
1886,1886,362,42,Colleen Salazar,1293,F35-39,USA,00:49:26,07:17:24,06:53:42,15:32:26,Overall Results,Ironman California 2023,2966.0,26244.0,24822,55946
1887,1887,363,78,Jasmin Hills,1886,F40-44,USA,00:51:43,07:25:26,06:36:29,15:32:26,Overall Results,Ironman California 2023,3103.0,26726.0,23789,55946
1888,1888,1525,246,John Armbrust,406,M40-44,USA,00:55:55,06:53:45,07:11:41,15:32:30,Overall Results,Ironman California 2023,3355.0,24825.0,25901,55950
1889,1889,1526,247,Cliff Wong,1774,M40-44,USA,00:48:22,06:33:16,07:28:13,15:32:49,Overall Results,Ironman California 2023,2902.0,23596.0,26893,55969
1890,1890,1527,236,Alan Coffman,1165,M50-54,USA,00:57:35,06:48:34,07:17:29,15:33:17,Overall Results,Ironman California 2023,3455.0,24514.0,26249,55997
1891,1891,1528,224,Chris Cotton,948,M45-49,USA,00:55:32,07:18:27,06:49:45,15:33:22,Overall Results,Ironman California 2023,3332.0,26307.0,24585,56002
1892,1892,364,42,Ciena Lavallee,1022,F30-34,USA,00:57:49,07:25:36,06:31:55,15:33:32,Overall Results,Ironman California 2023,3469.0,26736.0,23515,56012
1893,1893,365,43,Ashley Jones,1740,F35-39,USA,00:54:15,07:20:33,06:53:49,15:33:44,Overall Results,Ironman California 2023,3255.0,26433.0,24829,56024
1894,1894,366,54,Cyndy McCormick,979,F50-54,USA,00:53:17,07:08:42,06:59:13,15:33:48,Overall Results,Ironman California 2023,3197.0,25722.0,25153,56028
1895,1895,367,41,Julyann Hill,802,F55-59,USA,00:49:45,06:46:11,07:12:54,15:34:05,Overall Results,Ironman California 2023,2985.0,24371.0,25974,56045
1896,1896,1529,68,David Hill,803,M60-64,USA,00:49:56,06:46:06,07:12:54,15:34:11,Overall Results,Ironman California 2023,2996.0,24366.0,25974,56051
1897,1897,1530,69,James Helie,877,M60-64,USA,00:56:36,06:16:57,07:55:38,15:34:17,Overall Results,Ironman California 2023,3396.0,22617.0,28538,56057
1898,1898,1531,169,Paul Santos,517,M55-59,USA,00:48:50,06:31:25,07:36:20,15:34:17,Overall Results,Ironman California 2023,2930.0,23485.0,27380,56057
1899,1899,1532,170,Bruce Thurber,1429,M55-59,CAN,00:50:55,06:54:30,07:18:36,15:34:35,Overall Results,Ironman California 2023,3055.0,24870.0,26316,56075
1900,1900,368,44,Christina Byard,1048,F35-39,USA,00:52:05,07:45:14,06:33:58,15:34:42,Overall Results,Ironman California 2023,3125.0,27914.0,23638,56082
1901,1901,1533,224,Paul Holze,2289,M35-39,USA,00:50:45,06:48:12,07:19:51,15:35:04,Overall Results,Ironman California 2023,3045.0,24492.0,26391,56104
1902,1902,369,42,Kimberly Tully,872,F55-59,USA,00:53:31,07:35:21,06:36:19,15:35:11,Overall Results,Ironman California 2023,3211.0,27321.0,23779,56111
1903,1903,1534,191,Joseph Suh,2371,M30-34,USA,01:12:25,08:02:22,05:48:33,15:35:56,Overall Results,Ironman California 2023,4345.0,28942.0,20913,56156
1904,1904,1535,248,Ethan Schnell,1480,M40-44,USA,00:58:15,07:02:49,07:04:18,15:36:00,Overall Results,Ironman California 2023,3495.0,25369.0,25458,56160
1905,1905,1536,171,Kim Garland,788,M55-59,USA,00:56:26,07:04:27,06:58:50,15:36:13,Overall Results,Ironman California 2023,3386.0,25467.0,25130,56173
1906,1906,1537,225,Joseph Muratore,1833,M45-49,USA,00:56:23,06:54:31,07:11:14,15:36:14,Overall Results,Ironman California 2023,3383.0,24871.0,25874,56174
1907,1907,1538,192,Kenny Yu,1288,M30-34,USA,00:59:58,07:04:24,06:55:34,15:36:17,Overall Results,Ironman California 2023,3598.0,25464.0,24934,56177
1908,1908,370,45,Kathryn Lang,2347,F35-39,USA,01:03:59,07:40:55,06:19:55,15:36:40,Overall Results,Ironman California 2023,3839.0,27655.0,22795,56200
1909,1909,371,11,Debby Wilson,474,F60-64,USA,01:02:09,07:06:05,07:08:06,15:36:43,Overall Results,Ironman California 2023,3729.0,25565.0,25686,56203
1910,1910,1539,226,Derek Troy,1129,M45-49,USA,00:49:04,06:45:10,07:39:31,15:36:43,Overall Results,Ironman California 2023,2944.0,24310.0,27571,56203
1911,1911,1540,172,Moris Clark,2106,M55-59,USA,00:47:39,07:24:18,07:02:45,15:36:48,Overall Results,Ironman California 2023,2859.0,26658.0,25365,56208
1912,1912,372,52,Stacy Johnson,1017,F45-49,CAN,01:02:10,07:06:59,06:55:56,15:36:56,Overall Results,Ironman California 2023,3730.0,25619.0,24956,56216
1913,1913,1541,237,Stephen Gallon,1658,M50-54,USA,00:48:14,07:12:21,06:59:31,15:37:26,Overall Results,Ironman California 2023,2894.0,25941.0,25171,56246
1914,1914,373,79,Christa Gibson,1186,F40-44,USA,00:46:32,07:02:10,07:12:03,15:37:34,Overall Results,Ironman California 2023,2792.0,25330.0,25923,56254
1915,1915,1542,249,Lucido Leo,2028,M40-44,USA,00:58:31,07:21:49,06:51:50,15:38:12,Overall Results,Ironman California 2023,3511.0,26509.0,24710,56292
1916,1916,1543,8,James Borghino,1012,M70-74,USA,00:56:17,06:41:16,07:22:24,15:38:31,Overall Results,Ironman California 2023,3377.0,24076.0,26544,56311
